page,cardIndex,row,column,sourceId,predictionId,score,box,width,height,tileId,tileOrigin,modelProfile,threshold
57,1129,3,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00042,0.163998,"['839.534', '163.324', '882.057', '204.907']",42.523,41.583,set_3/set_3_pair_003__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
57,1130,3,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00043,0.161314,"['1022.710', '985.220', '1066.514', '1027.499']",43.804,42.279,set_3/set_3_pair_003__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
57,1131,3,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00044,0.161303,"['472.120', '63.388', '508.744', '104.442']",36.624,41.054,set_3/set_3_pair_003__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
57,1132,3,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00045,0.159755,"['475.960', '347.114', '512.000', '390.072']",36.040,42.958,set_3/set_3_pair_003__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
57,1133,4,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00046,0.158287,"['264.957', '1289.739', '306.267', '1334.222']",41.310,44.483,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
57,1134,4,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00047,0.157877,"['1044.350', '687.095', '1091.112', '732.030']",46.762,44.935,set_3/set_3_pair_003__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
57,1135,4,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00048,0.156500,"['277.677', '589.536', '322.932', '638.839']",45.255,49.303,set_3/set_3_pair_003__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
57,1136,4,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00049,0.156391,"['505.984', '648.277', '549.814', '692.614']",43.830,44.337,set_3/set_3_pair_003__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
57,1137,5,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00050,0.155065,"['598.854', '1050.175', '636.838', '1091.014']",37.984,40.839,set_3/set_3_pair_003__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
57,1138,5,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00051,0.153040,"['796.613', '228.237', '839.191', '268.489']",42.578,40.252,set_3/set_3_pair_003__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
57,1139,5,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00053,0.151266,"['1045.853', '948.993', '1090.622', '993.308']",44.769,44.315,set_3/set_3_pair_003__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
57,1140,5,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00054,0.150736,"['696.931', '732.676', '739.951', '778.910']",43.020,46.234,set_3/set_3_pair_003__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
58,1141,1,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00056,0.150322,"['428.686', '1351.714', '471.816', '1397.245']",43.130,45.531,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
58,1142,1,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00057,0.149095,"['653.773', '1254.180', '694.974', '1300.399']",41.201,46.219,set_3/set_3_pair_003__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
58,1143,1,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00061,0.147868,"['979.460', '306.094', '1023.643', '348.111']",44.183,42.017,set_3/set_3_pair_003__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
58,1144,1,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00062,0.147701,"['182.819', '461.813', '225.534', '502.063']",42.715,40.250,set_3/set_3_pair_003__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
58,1145,2,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00064,0.144977,"['102.809', '990.066', '146.785', '1038.226']",43.976,48.160,set_3/set_3_pair_003__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
58,1146,2,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00066,0.144772,"['803.676', '1231.140', '844.434', '1274.041']",40.758,42.901,set_3/set_3_pair_003__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
58,1147,2,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00067,0.144525,"['637.632', '544.404', '679.364', '588.600']",41.732,44.196,set_3/set_3_pair_003__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
58,1148,2,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00068,0.143592,"['1042.057', '480.385', '1083.203', '523.001']",41.146,42.616,set_3/set_3_pair_003__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
58,1149,3,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00069,0.143298,"['712.005', '306.579', '753.459', '346.445']",41.454,39.866,set_3/set_3_pair_003__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
58,1150,3,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00071,0.142353,"['502.765', '1374.891', '546.141', '1418.402']",43.376,43.511,set_3/set_3_pair_003__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
58,1151,3,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00072,0.142111,"['693.664', '971.698', '737.170', '1014.898']",43.506,43.200,set_3/set_3_pair_003__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
58,1152,3,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00073,0.141906,"['671.052', '286.447', '713.112', '327.153']",42.060,40.706,set_3/set_3_pair_003__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
58,1153,4,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00074,0.141892,"['100.135', '1208.890', '143.761', '1252.452']",43.626,43.562,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
58,1154,4,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00077,0.140730,"['857.321', '408.560', '893.043', '449.551']",35.722,40.991,set_3/set_3_pair_003__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
58,1155,4,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00078,0.140344,"['265.982', '953.732', '306.166', '995.798']",40.184,42.066,set_3/set_3_pair_003__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
58,1156,4,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00081,0.137205,"['596.786', '554.975', '639.829', '601.501']",43.043,46.526,set_3/set_3_pair_003__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
58,1157,5,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00083,0.136696,"['1072.672', '165.143', '1107.748', '206.539']",35.076,41.396,set_3/set_3_pair_003__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
58,1158,5,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00084,0.136629,"['601.120', '40.859', '638.950', '79.610']",37.830,38.751,set_3/set_3_pair_003__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
58,1159,5,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00085,0.136558,"['161.441', '1246.048', '202.476', '1290.336']",41.035,44.288,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
58,1160,5,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00086,0.136022,"['632.568', '1246.415', '677.109', '1293.622']",44.541,47.207,set_3/set_3_pair_003__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
59,1161,1,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00087,0.135415,"['751.927', '40.542', '793.734', '82.785']",41.807,42.243,set_3/set_3_pair_003__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
59,1162,1,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00088,0.134606,"['39.171', '266.523', '82.598', '311.629']",43.427,45.106,set_3/set_3_pair_003__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
59,1163,1,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00089,0.134244,"['1045.065', '888.539', '1088.912', '930.750']",43.847,42.211,set_3/set_3_pair_003__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
59,1164,1,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00090,0.133907,"['717.105', '246.285', '758.406', '287.628']",41.301,41.343,set_3/set_3_pair_003__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
59,1165,2,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00091,0.133355,"['142.224', '1188.952', '181.366', '1233.028']",39.142,44.076,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
59,1166,2,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00093,0.131953,"['245.937', '1065.226', '288.361', '1111.516']",42.424,46.290,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
59,1167,2,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00094,0.131275,"['615.171', '480.647', '656.114', '523.452']",40.943,42.805,set_3/set_3_pair_003__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
59,1168,2,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00096,0.130488,"['100.710', '694.674', '143.719', '737.528']",43.009,42.854,set_3/set_3_pair_003__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
59,1169,3,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00098,0.130223,"['76.640', '1330.595', '122.755', '1375.798']",46.115,45.203,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
59,1170,3,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00099,0.129874,"['816.232', '1247.880', '859.783', '1292.304']",43.551,44.424,set_3/set_3_pair_003__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
59,1171,3,3,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00101,0.129628,"['162.736', '1311.272', '205.408', '1354.361']",42.672,43.089,set_3/set_3_pair_003__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
59,1172,3,4,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00102,0.129272,"['1001.833', '1146.841', '1045.682', '1189.926']",43.849,43.085,set_3/set_3_pair_003__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
59,1173,4,1,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00103,0.129111,"['1068.104', '527.704', '1104.203', '569.058']",36.099,41.354,set_3/set_3_pair_003__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
59,1174,4,2,set_3/set_3_pair_003,set_3/set_3_pair_003_pred_00105,0.126649,"['18.160', '1073.775', '61.779', '1117.476']",43.619,43.701,set_3/set_3_pair_003__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
59,1175,4,3,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00001,0.265382,"['655.940', '712.734', '698.262', '754.268']",42.322,41.534,set_3/set_3_pair_006__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
59,1176,4,4,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00002,0.215282,"['445.126', '1043.935', '491.262', '1089.076']",46.136,45.141,set_3/set_3_pair_006__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
59,1177,5,1,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00004,0.189261,"['20.762', '140.322', '63.955', '183.448']",43.193,43.126,set_3/set_3_pair_006__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
59,1178,5,2,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00005,0.187832,"['445.967', '1105.291', '490.892', '1149.482']",44.925,44.191,set_3/set_3_pair_006__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
59,1179,5,3,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00007,0.175425,"['470.845', '1024.398', '509.716', '1066.988']",38.871,42.590,set_3/set_3_pair_006__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
59,1180,5,4,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00009,0.166328,"['820.080', '446.907', '862.574', '491.250']",42.494,44.343,set_3/set_3_pair_006__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
60,1181,1,1,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00011,0.152429,"['422.793', '1374.916', '465.344', '1416.752']",42.551,41.836,set_3/set_3_pair_006__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
60,1182,1,2,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00013,0.146486,"['676.326', '1024.553', '719.258', '1066.942']",42.932,42.389,set_3/set_3_pair_006__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
60,1183,1,3,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00014,0.145370,"['451.691', '1014.494', '494.038', '1057.682']",42.347,43.188,set_3/set_3_pair_006__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
60,1184,1,4,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00015,0.144078,"['836.400', '1129.548', '878.173', '1172.841']",41.773,43.293,set_3/set_3_pair_006__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
60,1185,2,1,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00016,0.142296,"['223.132', '1271.863', '266.107', '1313.422']",42.975,41.559,set_3/set_3_pair_006__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
60,1186,2,2,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00018,0.133333,"['599.905', '45.469', '637.163', '83.957']",37.258,38.488,set_3/set_3_pair_006__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
60,1187,2,3,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00020,0.130772,"['1043.048', '981.280', '1082.618', '1022.994']",39.570,41.714,set_3/set_3_pair_006__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
60,1188,2,4,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00021,0.130261,"['691.065', '715.687', '734.800', '757.912']",43.735,42.225,set_3/set_3_pair_006__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
60,1189,3,1,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00022,0.129658,"['1045.096', '1031.623', '1090.001', '1074.747']",44.905,43.124,set_3/set_3_pair_006__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
60,1190,3,2,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00024,0.126830,"['516.816', '1295.020', '560.477', '1338.592']",43.661,43.572,set_3/set_3_pair_006__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
60,1191,3,3,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00025,0.126064,"['635.126', '1003.138', '678.378', '1047.958']",43.252,44.820,set_3/set_3_pair_006__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
60,1192,3,4,set_3/set_3_pair_006,set_3/set_3_pair_006_pred_00026,0.125908,"['118.628', '1308.483', '163.566', '1353.779']",44.938,45.296,set_3/set_3_pair_006__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
60,1193,4,1,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00001,0.257438,"['800.634', '810.434', '841.964', '852.036']",41.330,41.602,set_3/set_3_pair_009__x00384_y00384,"['00384', '00384']",small_16_32_64_128,0.125
60,1194,4,2,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00002,0.235600,"['179.905', '755.954', '222.117', '797.685']",42.212,41.731,set_3/set_3_pair_009__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
60,1195,4,3,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00005,0.180899,"['792.295', '1017.317', '833.484', '1059.981']",41.189,42.664,set_3/set_3_pair_009__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
60,1196,4,4,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00006,0.179856,"['983.267', '909.004', '1025.909', '952.470']",42.642,43.466,set_3/set_3_pair_009__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
60,1197,5,1,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00007,0.178699,"['387.622', '1030.628', '423.676', '1069.234']",36.054,38.606,set_3/set_3_pair_009__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
60,1198,5,2,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00009,0.166934,"['1040.190', '1068.802', '1085.884', '1112.976']",45.694,44.174,set_3/set_3_pair_009__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
60,1199,5,3,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00014,0.155433,"['719.743', '187.494', '762.380', '231.235']",42.637,43.741,set_3/set_3_pair_009__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
60,1200,5,4,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00015,0.150582,"['557.113', '1020.814', '601.291', '1062.708']",44.178,41.894,set_3/set_3_pair_009__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
61,1201,1,1,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00017,0.144675,"['62.518', '525.186', '103.059', '565.895']",40.541,40.709,set_3/set_3_pair_009__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
61,1202,1,2,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00018,0.142895,"['345.754', '791.382', '389.630', '834.234']",43.876,42.852,set_3/set_3_pair_009__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
61,1203,1,3,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00020,0.142009,"['1024.465', '1252.525', '1066.781', '1295.443']",42.316,42.918,set_3/set_3_pair_009__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
61,1204,1,4,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00022,0.141715,"['916.635', '586.451', '960.644', '630.157']",44.009,43.706,set_3/set_3_pair_009__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
61,1205,2,1,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00023,0.140762,"['73.753', '229.467', '118.626', '274.093']",44.873,44.626,set_3/set_3_pair_009__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
61,1206,2,2,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00025,0.140223,"['450.161', '987.955', '493.429', '1030.139']",43.268,42.184,set_3/set_3_pair_009__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
61,1207,2,3,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00026,0.139312,"['1046.958', '911.480', '1090.819', '953.475']",43.861,41.995,set_3/set_3_pair_009__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
61,1208,2,4,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00028,0.136159,"['202.640', '76.313', '247.092', '120.637']",44.452,44.324,set_3/set_3_pair_009__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
61,1209,3,1,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00029,0.136024,"['473.748', '21.222', '510.156', '61.977']",36.408,40.755,set_3/set_3_pair_009__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
61,1210,3,2,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00031,0.134139,"['443.553', '1108.874', '485.070', '1149.050']",41.517,40.176,set_3/set_3_pair_009__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
61,1211,3,3,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00032,0.132245,"['773.246', '1086.374', '814.544', '1129.296']",41.298,42.922,set_3/set_3_pair_009__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
61,1212,3,4,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00034,0.129831,"['959.301', '872.060', '1003.210', '916.556']",43.909,44.496,set_3/set_3_pair_009__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
61,1213,4,1,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00035,0.126865,"['462.133', '1136.750', '505.149', '1178.300']",43.016,41.550,set_3/set_3_pair_009__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
61,1214,4,2,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00036,0.126733,"['1072.949', '1207.631', '1108.000', '1250.862']",35.051,43.231,set_3/set_3_pair_009__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
61,1215,4,3,set_3/set_3_pair_009,set_3/set_3_pair_009_pred_00037,0.126470,"['451.365', '1195.862', '494.222', '1240.033']",42.857,44.171,set_3/set_3_pair_009__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
61,1216,4,4,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00003,0.198047,"['189.003', '16.674', '230.414', '59.522']",41.411,42.848,set_3/set_3_pair_012__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
61,1217,5,1,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00006,0.160234,"['204.991', '1207.078', '248.771', '1251.503']",43.780,44.425,set_3/set_3_pair_012__x00000_y00768,"['00000', '00768']",small_16_32_64_128,0.125
61,1218,5,2,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00007,0.152957,"['61.879', '39.364', '103.946', '81.645']",42.067,42.281,set_3/set_3_pair_012__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
61,1219,5,3,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00009,0.150796,"['1069.482', '1047.549', '1106.481', '1089.320']",36.999,41.771,set_3/set_3_pair_012__x00596_y00965,"['00596', '00965']",small_16_32_64_128,0.125
61,1220,5,4,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00011,0.143837,"['159.120', '1268.570', '201.916', '1311.412']",42.796,42.842,set_3/set_3_pair_012__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
62,1221,1,1,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00012,0.143597,"['633.123', '486.923', '673.586', '527.447']",40.463,40.524,set_3/set_3_pair_012__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
62,1222,1,2,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00013,0.139355,"['615.675', '466.847', '660.183', '508.673']",44.508,41.826,set_3/set_3_pair_012__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
62,1223,1,3,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00015,0.137674,"['1072.107', '987.759', '1107.256', '1029.348']",35.149,41.589,set_3/set_3_pair_012__x00596_y00768,"['00596', '00768']",small_16_32_64_128,0.125
62,1224,1,4,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00017,0.135192,"['213.168', '1022.307', '255.360', '1063.924']",42.192,41.617,set_3/set_3_pair_012__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
62,1225,2,1,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00018,0.134544,"['545.211', '1270.864', '589.275', '1314.633']",44.064,43.769,set_3/set_3_pair_012__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
62,1226,2,2,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00019,0.134214,"['426.706', '104.880', '470.316', '146.661']",43.610,41.781,set_3/set_3_pair_012__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
62,1227,2,3,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00020,0.133935,"['730.895', '1044.114', '774.230', '1086.551']",43.335,42.437,set_3/set_3_pair_012__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
62,1228,2,4,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00021,0.130880,"['55.970', '1007.018', '98.161', '1049.054']",42.191,42.036,set_3/set_3_pair_012__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
62,1229,3,1,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00022,0.130617,"['472.773', '773.436', '510.635', '816.074']",37.862,42.638,set_3/set_3_pair_012__x00000_y00384,"['00000', '00384']",small_16_32_64_128,0.125
62,1230,3,2,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00024,0.126762,"['39.589', '41.735', '82.606', '83.905']",43.017,42.170,set_3/set_3_pair_012__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
62,1231,3,3,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00025,0.126702,"['695.699', '146.337', '738.769', '186.802']",43.070,40.465,set_3/set_3_pair_012__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
62,1232,3,4,set_3/set_3_pair_012,set_3/set_3_pair_012_pred_00026,0.125163,"['1069.962', '712.641', '1105.995', '753.367']",36.033,40.726,set_3/set_3_pair_012__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
62,1233,4,1,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00002,0.263385,"['486.919', '1252.457', '529.655', '1295.730']",42.736,43.273,set_3/set_3_pair_016__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
62,1234,4,2,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00003,0.250709,"['606.221', '1171.786', '648.824', '1213.395']",42.603,41.609,set_3/set_3_pair_016__x00384_y00965,"['00384', '00965']",small_16_32_64_128,0.125
62,1235,4,3,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00004,0.242633,"['466.575', '80.481', '508.235', '123.091']",41.660,42.610,set_3/set_3_pair_016__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
62,1236,4,4,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00007,0.199076,"['505.048', '41.513', '549.533', '83.503']",44.485,41.990,set_3/set_3_pair_016__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
62,1237,5,1,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00010,0.192598,"['650.833', '713.599', '691.628', '756.057']",40.795,42.458,set_3/set_3_pair_016__x00596_y00384,"['00596', '00384']",small_16_32_64_128,0.125
62,1238,5,2,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00014,0.167619,"['135.373', '122.632', '182.635', '167.982']",47.262,45.350,set_3/set_3_pair_016__x00000_y00000,"['00000', '00000']",small_16_32_64_128,0.125
62,1239,5,3,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00015,0.167213,"['856.081', '794.135', '891.007', '834.694']",34.926,40.559,set_3/set_3_pair_016__x00384_y00768,"['00384', '00768']",small_16_32_64_128,0.125
62,1240,5,4,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00016,0.166649,"['1066.551', '329.995', '1103.345', '371.027']",36.794,41.032,set_3/set_3_pair_016__x00596_y00000,"['00596', '00000']",small_16_32_64_128,0.125
63,1241,1,1,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00017,0.165221,"['448.180', '1139.044', '487.906', '1181.648']",39.726,42.604,set_3/set_3_pair_016__x00000_y00965,"['00000', '00965']",small_16_32_64_128,0.125
63,1242,1,2,set_3/set_3_pair_016,set_3/set_3_pair_016_pred_00018,0.161225,"['517.403', '57.936', '560.808', '99.236']",43.405,41.300,set_3/set_3_pair_016__x00384_y00000,"['00384', '00000']",small_16_32_64_128,0.125
